ID,E-value,Label
P0C1Y5,0.0532634657917123,0
C0MAM2,10.0,0
B0UUI9,10.0,0
Q47329,0.3559021285913394,0
Q92879,0.1307461437878402,0
Q65SE8,10.0,0
O36041,0.0714710174578198,0
Q8KEY6,0.0915878090418908,0
Q5H410,10.0,0
Q5RAI8,10.0,0
A5CSP0,0.3023099917564762,0
O82248,0.0781719406840568,0
O49296,0.0858126331381334,0
A5WW08,0.0388273818980753,0
Q3J358,10.0,0
B7NM52,10.0,0
Q9RFS6,0.1192166961837963,0
B7NF57,10.0,0
Q1WSB9,10.0,0
P12075,0.2207686811314483,0
A3PXS9,10.0,0
Q6P833,0.08446433403954,0
Q64691,10.0,0
O83916,0.1057139114486562,0
P44967,10.0,0
Q5M2U9,10.0,0
A0Q808,10.0,0
P9WK40,0.119918539367031,0
B0URU8,10.0,0
Q8K967,0.3335485284786824,0
P00888,0.1918563771228814,0
Q31IB9,10.0,0
C3KVP7,10.0,0
Q5FVR2,10.0,0
O64969,0.6071106468089155,0
B7IHW0,0.2248628299838272,0
B7ZQA9,10.0,0
Q7S055,10.0,0
A7X154,0.3215706509175695,0
Q89WB0,10.0,0
Q8RLD9,10.0,0
C6BUE7,10.0,0
B1Y6I4,10.0,0
Q9UPT5,0.1907930511560402,0
B7VJU2,10.0,0
A0A075B6Q5,10.0,0
A3KPA3,0.0849598163947905,0
Q3K7J8,10.0,0
B5F1B8,0.1775274360368085,0
Q3UA37,10.0,0
O27697,0.3161668346765712,0
Q2L938,0.1495124725594558,0
B5BGC1,0.1068543488462548,0
B0CHG8,10.0,0
B7IUS2,10.0,0
P0C221,10.0,0
B7NL16,10.0,0
Q9PG68,0.0470877072530559,0
P0C222,10.0,0
B7MVI2,0.1329668059533762,0
P51731,0.0502311559511696,0
A4QEG8,10.0,0
Q5FJN6,10.0,0
Q83GJ1,10.0,0
Q5Z0Y2,0.1546480003954506,0
I1RZZ3,0.0022611123668808,0
P17558,1.0,0
Q10296,0.128000363563287,0
Q7MHP7,0.110851250668126,0
Q62845,10.0,0
P53546,0.1373799557197551,0
O24174,10.0,0
O47555,0.1563195923443347,0
Q7U7T2,10.0,0
P18735,10.0,0
B4SX34,10.0,0
B3FHP0,10.0,0
Q8Y9F9,10.0,0
Q6AXX1,10.0,0
A9MHQ4,0.1537042810630132,0
B8ZLY8,10.0,0
Q05733,10.0,0
Q08971,0.0722662013934847,0
P28812,10.0,0
A0KGH8,10.0,0
Q2P650,10.0,0
A7MHI9,0.2591622951205699,0
A7I3U3,0.2069122094357732,0
Q6TS43,10.0,0
B2GF22,0.186601936698572,0
C5A0U7,10.0,0
Q21QP6,0.1896094382288076,0
B2LMK2,1.0,0
Q7WGE6,10.0,0
P0CU95,10.0,0
P24580,0.1631147333337381,0
Q189A4,0.1468988268126138,0
Q8EQM4,10.0,0
C1AZH2,10.0,0
Q6D7M7,10.0,0
Q8TIJ1,0.1639392944538689,0
Q57RF3,0.2066789123469257,0
C1DGB0,10.0,0
P9WH41,10.0,0
B3QUN3,10.0,0
Q9RRH3,10.0,0
Q5UZ40,10.0,0
Q6D8U7,10.0,0
P0C2W8,10.0,0
Q054N5,10.0,0
Q8L7E9,0.0651740794159804,0
O07909,0.1143622853263616,0
B4TXD7,10.0,0
P85461,10.0,0
A6LU81,0.1495291062855522,0
Q0ID04,10.0,0
A3DJF3,0.2674581419974824,0
Q5P4A1,0.2943654693911909,0
P0DPM2,0.0347518971531521,0
C4L4I7,10.0,0
Q9HIH6,0.2989900208670007,0
A2RMS1,10.0,0
Q4KL97,10.0,0
Q1CD06,0.0528368345998872,0
Q39131,0.6696649590568593,0
P82724,1.0,0
Q43593,0.1859273914317306,0
P67500,10.0,0
B6IWZ8,0.2051648618205122,0
B1W408,10.0,0
A0L4V5,10.0,0
A6LVB6,10.0,0
Q89251,0.0260580987768717,0
Q9SKD0,10.0,0
P57897,10.0,0
Q7NYC0,0.222547199001439,0
B3H5A8,0.0240732387832804,0
O84839,0.1328033495802495,0
Q5I6E4,10.0,0
Q9CAR4,0.0814532076052297,0
A7ZU09,0.2518549262192049,0
Q30X18,10.0,0
Q6HB99,10.0,0
Q13459,0.052679593282393,0
P82079,10.0,0
Q01WE6,10.0,0
Q04201,10.0,0
Q4VZH7,0.0543170680577533,0
Q92JH8,10.0,0
P11069,0.1422009178091622,0
B1LM96,10.0,0
B1LSB3,0.4149680537258284,0
Q6HCW5,10.0,0
B7V594,0.2746545795578808,0
B4TSH1,10.0,0
A0A509AKQ7,0.0014799721887643,0
A6UZG6,0.0309077247847243,0
Q2TAQ8,10.0,0
Q28CU0,10.0,0
Q7YRC0,0.1438385911016413,0
Q45Z26,0.0351184443096243,0
A8J0N6,10.0,0
J9VHZ4,0.1642257702011001,0
Q54GZ0,10.0,0
A3CPJ2,10.0,0
Q9JHG2,0.1453345268808704,0
P31280,0.3378390477663482,0
P9WJV5,10.0,0
O73606,1.0,0
Q21M07,0.1679456302252463,0
P0A0W1,0.1776655223530085,0
Q8F6Q7,0.2313123323707682,0
P78563,10.0,0
Q05143,0.178377027353334,0
B2VE05,0.1579306449065141,0
Q07395,0.1236339391798616,0
P00853,0.2980806301273436,0
A4XZ64,0.2557553305395576,0
Q0RRW0,10.0,0
C0Q4W4,0.0473171978438009,0
Q88N32,0.1302965805046886,0
A6TH53,10.0,0
Q9DAL0,0.0296384533052765,0
B1L9S2,10.0,0
P69491,10.0,0
A4QKS6,10.0,0
Q3A6N0,0.2513159936749944,0
P0A939,0.2144086081862104,0
Q9SJG2,10.0,0
A6TD37,10.0,0
Q8YE15,10.0,0
A1ADD0,10.0,0
Q8Z570,10.0,0
Q8PA92,0.2482976423932027,0
Q1IMM7,10.0,0
A3MS41,10.0,0
P07494,0.6305704144838791,0
B9IR64,10.0,0
A1A8R9,0.2887829735185637,0
A8WPG9,10.0,0
P65803,0.1786073528607799,0
Q7J194,10.0,0
P00369,10.0,0
A2C2A5,10.0,0
Q7M3E1,10.0,0
P31750,10.0,0
A6NMT0,0.1496897592028202,0
A5D2U3,10.0,0
P0CV28,1.0,0
Q2YPB8,10.0,0
Q75C62,10.0,0
Q5ANC9,10.0,0
Q2R0L2,0.0402881136004084,0
Q4R8W3,1.0,0
A7X234,10.0,0
Q4FM37,10.0,0
Q2LUI9,0.2465924711847316,0
Q8Y4A2,10.0,0
B1LEI9,0.2115847195445002,0
Q9R6W6,10.0,0
Q65VA2,10.0,0
B2ICK3,0.1447955568187753,0
B5RLU6,0.0471516329961953,0
B4TJZ1,10.0,0
Q2NCP2,10.0,0
B5FFY9,10.0,0
Q8WUE5,10.0,0
Q28265,10.0,0
A6V0K2,10.0,0
Q9IA16,0.0231075490942069,0
C5BMM7,10.0,0
P02101,10.0,0
A4VSF1,0.226796231524617,0
B2SGC8,0.3284318413729968,0
P08250,10.0,0
A1WIQ3,0.0713674487071742,0
Q2Y6K2,10.0,0
Q75NA5,0.1694662339208744,0
P20822,10.0,0
Q493J8,10.0,0
A1TAX6,10.0,0
P32207,10.0,0
B2UX14,10.0,0
A6TYW7,0.0603700380435673,0
A4TRJ8,10.0,0
Q6GDV2,10.0,0
O89093,0.0474087438796588,0
Q03286,10.0,0
P44192,0.1875814136312848,0
Q7P0H2,10.0,0
P61604,0.3406901033749499,0
Q59ZW4,0.0340267872754783,0
P0CQ33,0.1132880321943757,0
Q9DCB1,10.0,0
O04856,0.0774980215386995,0
Q9JJZ6,0.296759647517072,0
Q0HXR0,10.0,0
A9MJC5,0.2434984607080411,0
Q8DI27,10.0,0
Q1JCL7,10.0,0
Q5ZWN7,10.0,0
P21549,10.0,0
Q5WSG7,0.1205549680668212,0
P57783,1.0,0
A8LE19,10.0,0
A0RID9,10.0,0
Q8XBX8,10.0,0
Q6ZQ73,10.0,0
Q08455,10.0,0
O75452,0.1996239219974974,0
B2FP48,0.0559237588474755,0
A5D7P8,0.1013760711530432,0
A5D9M6,10.0,0
A1ASB3,10.0,0
Q7V9J2,10.0,0
P36690,0.2943782860051305,0
P0DMV6,0.0719847450958416,0
Q7Z4I7,0.040093051141513,0
Q5JNT2,0.026368578945849,0
B2VHN3,10.0,0
Q8NZ00,10.0,0
P59084,1.0,0
Q7U1K4,0.1120173052453881,0
B6HI95,0.1252582254543142,0
B5EN11,0.2441133380403864,0
Q7A3X1,10.0,0
A6TDG7,10.0,0
B1IW07,10.0,0
Q69ZK0,10.0,0
Q31WG4,10.0,0
Q57293,0.1250379350896224,0
Q8DJL5,0.2189838993449906,0
A9W4Q8,10.0,0
Q8PQ21,0.2949672404035852,0
O93798,0.0482853350907943,0
Q2G992,10.0,0
B7KUS7,0.2801268813095562,0
B8MZJ8,10.0,0
A6UW15,10.0,0
Q7YMX0,0.4299654694289661,0
Q11DD5,10.0,0
Q8RDM5,0.2196661185590753,0
Q9W7J7,0.2099595348970578,0
Q89181,10.0,0
Q9CN41,0.2196711077158901,0
B0C2J3,10.0,0
A8IGU8,10.0,0
B1KKX6,10.0,0
P00767,0.2048257195929937,0
Q9ZJG8,10.0,0
Q71RQ0,0.2761163135384558,0
A9GB11,10.0,0
Q2NBU5,10.0,0
Q5A319,10.0,0
P51668,10.0,0
P86279,10.0,0
Q38838,10.0,0
B4NW98,0.109122115262813,0
Q3T0Z8,0.3607624975286603,0
A5VDM0,0.0722955886186945,0
Q1ID35,0.2330141902732923,0
Q8PCE0,0.1377515847236133,0
Q8ESR8,10.0,0
B5XNY1,10.0,0
A6U619,0.162020113750769,0
Q6P3Y5,0.0485163430584862,0
A0A4Y6UQ63,0.105293646207088,0
A7FNP3,0.3403608358231923,0
Q14JB8,0.222921224351505,0
C0Q1Q9,0.1811946998554841,0
P46912,10.0,0
B9MS82,10.0,0
B8GVE2,10.0,0
Q2SDW4,10.0,0
A7MNR0,0.3404669184828177,0
B1HRG8,0.1562883522862689,0
Q98Q24,10.0,0
B4S4S7,10.0,0
Q39Z84,10.0,0
Q6GQ82,10.0,0
P16929,0.0266451737309669,0
A0KU01,10.0,0
Q99S95,0.1060100510614607,0
Q02512,0.0271352002855527,0
Q3B373,0.0288169681943436,0
B1J173,0.0299419123890464,0
B4UJ23,10.0,0
A7KAJ9,0.172982807033782,0
Q8BYZ7,10.0,0
Q6NTW5,10.0,0
B4EDS4,10.0,0
A6LQH5,10.0,0
Q02307,10.0,0
Q9SNB8,0.0703619047735714,0
Q8E6M3,10.0,0
Q2S6C2,0.1653978650408844,0
Q6FF93,10.0,0
Q60BS6,0.1874636228218029,0
G3XSI2,0.1441958771628931,0
P05316,0.0591854413399147,0
Q5D7J1,10.0,0
P27150,10.0,0
Q00900,10.0,0
Q1IX88,10.0,0
C5CJ75,10.0,0
P18825,0.1114396149845951,0
Q8CY30,10.0,0
Q9RSW6,10.0,0
Q9SP55,10.0,0
Q6D3T2,0.0287718519234646,0
P79362,10.0,0
D0NFU7,0.2180796742830755,0
Q5F356,10.0,0
A6L4N0,10.0,0
P44713,0.1737739476056452,0
Q59017,0.1054788891490488,0
Q69604,0.0233636716512574,0
Q9NQ11,10.0,0
Q04G24,10.0,0
Q9LXQ0,0.0711143543437495,0
P05430,10.0,0
Q3AJS3,10.0,0
P0DJ98,0.0919782056631486,0
P38028,0.1377897476245651,0
A4SSZ4,10.0,0
B8EDD0,10.0,0
A9HAC0,10.0,0
Q744M4,10.0,0
Q1CLW0,10.0,0
Q93SN7,0.0649169691461429,0
Q321L5,0.2232376493139174,0
O53803,0.0653723003743862,0
C5BDP0,10.0,0
Q94702,0.0920098736699536,0
A5CFM7,10.0,0
Q1RB62,0.1830535996584301,0
P62740,10.0,0
Q0TRT4,0.1191563354685393,0
A1AGI5,0.2662524654262742,0
Q8FHX4,0.1246529367755517,0
P11897,0.2005847098489517,0
Q6LX62,0.1010929242402055,0
Q9A3A7,0.1513882845042822,0
B0U7C5,0.3254472532410264,0
Q31910,10.0,0
B1VFY6,0.0119712351660072,0
C1DNF8,0.1379597551724781,0
Q5HD56,0.1917853222543165,0
Q5KUL0,0.2994364913922797,0
A3QVN4,10.0,0
Q084G9,0.2103702192147825,0
A7FME9,10.0,0
P0CM27,10.0,0
O42914,10.0,0
Q7VJ35,10.0,0
Q2HJ55,10.0,0
Q6AWC2,10.0,0
Q07MX7,10.0,0
A8AQ14,10.0,0
Q83GC6,10.0,0
P01959,0.1716248205982785,0
Q045Q3,10.0,0
Q8TGN8,10.0,0
Q08550,0.0593223025974573,0
B5QYK4,0.1809512825750349,0
C1B2M3,10.0,0
Q33862,0.0845954858055534,0
A3GEW8,10.0,0
B7MPB7,10.0,0
Q1MND4,10.0,0
B3QS95,0.1134706111419435,0
Q87TB8,10.0,0
A9BD80,10.0,0
O67089,0.1932428815253233,0
Q23307,10.0,0
Q5F9L4,0.125949706843977,0
A9M9Z1,10.0,0
P39717,1.0,0
A7FMT8,0.2205649172483406,0
Q82K82,10.0,0
Q3KSP3,10.0,0
P47772,0.1513084188394212,0
B0SMB9,10.0,0
C5WVW2,10.0,0
Q1AX36,10.0,0
Q0SN25,10.0,0
A4QLL4,10.0,0
Q28VZ6,10.0,0
O50627,10.0,0
Q028Z8,10.0,0
P33422,10.0,0
C3L0D2,10.0,0
Q9BTV7,10.0,0
P05855,10.0,0
Q5ZK82,10.0,0
P66413,0.0880732138144139,0
Q5FN17,10.0,0
P69388,10.0,0
Q1JAR2,10.0,0
Q91648,10.0,0
Q0UKC0,10.0,0
Q8XZJ1,10.0,0
C0ZAH4,10.0,0
Q2VEE6,0.0687621824845183,0
Q6LUA7,10.0,0
P56721,0.0858376353784629,0
Q17X68,10.0,0
B2UW64,0.1864370739572753,0
Q86VL8,10.0,0
A0KVC0,10.0,0
A5UMZ1,10.0,0
Q3T0D8,10.0,0
Q8FCA2,10.0,0
Q9NXU5,0.1425917229067549,0
P0DG93,0.1046875987608978,0
A6LAJ6,0.1169817850781711,0
A9MPX1,10.0,0
A3DHN0,0.2631494324104804,0
F4KCC2,10.0,0
Q94CA0,0.2639449699958269,0
Q0SPY0,0.0782340560787253,0
P0C2X5,0.1928880488999106,0
P0C6B4,0.6689285327172054,0
Q9CQC6,10.0,0
Q9AAY2,10.0,0
A6TAH6,10.0,0
P56461,10.0,0
Q9YC01,10.0,0
Q60YT6,0.0986141797116226,0
A0R2X1,0.0265506804653964,0
O47128,0.2211931905349369,0
Q2FGX8,10.0,0
Q01NI9,10.0,0
P84967,0.3350816301691637,0
Q2TXJ2,0.0461077203237947,0
Q28I39,0.1032194783064844,0
P58802,0.1083953486450268,0
Q3AR26,10.0,0
Q9KV40,0.1995420890873662,0
C1BJ98,10.0,0
Q5JFZ4,10.0,0
P41879,10.0,0
A4QJE7,0.1282130706469158,0
Q0BHF4,0.2021206462116642,0
P09479,0.1154251965818102,0
Q58DF6,0.0654949560791618,0
Q3SPS0,10.0,0
P0ACU8,0.1393163792434599,0
Q2N9A6,10.0,0
Q499E4,10.0,0
Q9V668,0.1937910200385414,0
C3KVQ1,0.2653726771494194,0
Q63NV1,10.0,0
Q9S9V0,10.0,0
P0A6W7,0.1127428098188811,0
A5FZU1,10.0,0
Q5NMD6,10.0,0
Q5FQ48,10.0,0
Q9PB03,10.0,0
Q7LZC1,0.0088933515233404,0
Q8DD23,10.0,0
Q6G0J6,0.1072133758736199,0
Q99963,10.0,0
Q2FTF1,10.0,0
B5EEK6,10.0,0
A0Q1F7,1.0,0
A6L391,10.0,0
Q9U2R6,1.0,0
P36057,10.0,0
P26880,0.1676661728637989,0
C5D9P4,10.0,0
A4WDY0,0.2210186592602875,0
Q9ZD33,0.1047121456319452,0
Q9I4Z4,0.1078520180066422,0
Q2NSL1,10.0,0
D2Y203,0.2254770238125596,0
A7Z4K9,10.0,0
P04590,10.0,0
Q2YBX2,10.0,0
B1YV58,10.0,0
Q9ZV89,0.013138808289213,0
C0Q8C6,10.0,0
P24007,0.0864766516789034,0
Q61327,10.0,0
B6JNE9,0.1337464797511353,0
Q945L4,10.0,0
Q58507,0.0885247828357299,0
B1JTT7,10.0,0
Q59905,10.0,0
Q9LFL5,10.0,0
P79800,0.1370321705199312,0
A0LUK5,10.0,0
Q4ZN10,10.0,0
A4TDE5,10.0,0
Q8TFM8,0.2214942345208916,0
A6Q6M8,10.0,0
Q21974,0.9430029035909444,0
O42785,0.095663863621208,0
P38548,0.1126709030194194,0
B0Z5C1,10.0,0
B1XFQ8,0.191246725116798,0
Q81JC5,0.1240875138682769,0
P19273,0.3477842228472781,0
C0HM88,0.2269968803730127,0
B1YSV1,10.0,0
B5F4U6,10.0,0
A0A0F6B506,0.1747215917391571,0
Q9Y7V0,0.3073950781156435,0
C3NG01,0.192791048510165,0
Q81JW9,0.1760777759017857,0
Q3JPJ9,10.0,0
P00823,10.0,0
Q8WXA2,0.019211053285575,0
Q4QLI9,0.1942266515775723,0
A9KND1,10.0,0
Q58DG6,10.0,0
A7MQM5,10.0,0
Q9UIW2,0.0666927667327997,0
Q6DTY7,10.0,0
Q2Y6B3,0.0862527373801048,0
P36358,0.1153548316307644,0
B1I857,10.0,0
A5GKW4,10.0,0
Q6GQB9,10.0,0
O68901,0.2749753768768529,0
Q98E81,10.0,0
A1TFU3,0.1891586106494696,0
Q7VUE5,0.0831664602141267,0
Q8FLS3,10.0,0
P37482,10.0,0
P39484,0.1291955335843277,0
B9KE99,0.0375830933762162,0
A7GXQ8,10.0,0
Q75AS1,0.2571788080386889,0
A9L5M3,0.0570094532770216,0
Q4R6W4,0.1620931297484008,0
A5IBH7,0.1130680925428947,0
O83207,0.0474795864010628,0
G5DAC7,0.0061815237360974,0
A3CKD3,10.0,0
Q97BC1,10.0,0
P04038,0.129976496526864,0
Q65PH5,10.0,0
Q9HMD2,10.0,0
Q8BX09,10.0,0
C8WEG0,10.0,0
P0C8I9,0.0043901254989249,0
B8GWN5,10.0,0
O76828,0.1697224043375606,0
B6YSS1,10.0,0
Q757F3,10.0,0
Q9SU67,0.0850456661183182,0
Q04DZ9,0.1955618889839495,0
Q6GPB9,10.0,0
P0A889,10.0,0
Q1QRX4,10.0,0
Q8BU85,0.1207606741316383,0
Q4MQ55,10.0,0
P80089,0.5587596918859425,0
Q9UYZ4,0.2874841232712868,0
P95988,10.0,0
A4KDP1,0.1917619828076136,0
O94819,10.0,0
Q91XQ2,0.1934088724185822,0
Q9SZR7,10.0,0
Q6CUV2,10.0,0
Q6DBX1,10.0,0
Q48K61,10.0,0
Q2IML9,10.0,0
Q73X87,10.0,0
Q8GLH5,10.0,0
Q5LLF5,0.124936801046593,0
Q9JK72,10.0,0
P62218,0.2178060815370717,0
Q7UIC5,10.0,0
A3QF73,10.0,0
Q7M9A6,0.1972992698243352,0
Q0TLL5,0.1861582599480503,0
H0VCJ6,10.0,0
Q47R88,0.2432727587125104,0
P19620,10.0,0
A9HDM8,0.4613195376225938,0
P86390,0.1289758463083772,0
Q3Z403,0.0800522368735346,0
Q75D07,0.0923329505125649,0
Q87Q87,10.0,0
Q8ZKY0,10.0,0
B9MDJ5,10.0,0
Q46HJ9,0.1137495987784932,0
Q28NP2,10.0,0
Q4I7N9,0.5169689190216522,0
P67529,10.0,0
Q664P8,0.2776668705617579,0
B1X8N9,10.0,0
Q37131,0.3173054041411186,0
B2TVN0,0.2508901334478867,0
P35937,10.0,0
A7HBL4,0.0300996133165728,0
Q4L5T0,0.1285613014893948,0
Q6BZU7,10.0,0
A6ZPP1,10.0,0
Q745I2,0.3795689880137956,0
F5C3T9,0.3532223833920495,0
A2SFG0,0.1139904799914154,0
Q5QKR8,10.0,0
Q9C9L2,1.0,0
Q12485,10.0,0
Q4V0R7,10.0,0
B7IH25,10.0,0
Q8E299,10.0,0
Q4PSQ5,10.0,0
P41988,10.0,0
Q7ZWZ5,0.2148284184442843,0
B9M8U7,0.1837949681096645,0
P0C811,10.0,0
P62897,0.0231283929806344,0
Q1M7A6,10.0,0
Q5XCC9,10.0,0
B2GA02,10.0,0
Q5WPZ9,10.0,0
B0RSF9,0.2676076867836908,0
Q5F5Z6,10.0,0
Q5L6I8,0.0384129463189074,0
C7M0E4,10.0,0
Q2RFX7,10.0,0
Q3I5J2,0.0918054557699893,0
Q13DL7,10.0,0
Q10469,0.0868475394393832,0
A1WXY6,0.2487119824171722,0
B0CHH2,10.0,0
Q94AL1,10.0,0
P0DO31,10.0,0
F4IWA8,0.1351310402035168,0
A6NH21,0.3548066219031922,0
Q9Z758,10.0,0
P56510,0.0247776732547956,0
P20843,0.326004919330607,0
P01139,0.0840240431940374,0
A2RSJ4,1.0,0
Q1CCH3,0.2959543761231665,0
Q6FX92,10.0,0
C0RJB2,10.0,0
K2RYB6,10.0,0
Q9DBJ1,10.0,0
Q31IY6,10.0,0
B1I1K1,0.0666847848204028,0
B3R2A7,10.0,0
Q4J8J7,10.0,0
P0DUS8,0.0124168890976353,0
Q9SP37,10.0,0
P05003,0.1339376574440526,0
O87006,10.0,0
O66880,10.0,0
B7N474,10.0,0
A9C1M4,0.1762468006431282,0
Q11T75,0.0112288140993919,0
Q6MKS2,0.0385632536274683,0
Q8TW23,10.0,0
Q5JHQ3,10.0,0
Q8Y6U2,10.0,0
P0ACM4,10.0,0
Q9R1N9,0.3662618677486107,0
P0C1U9,10.0,0
Q91V57,0.0962161461369732,0
Q5EHP3,1.0,0
Q54HR6,0.0610974712720892,0
P33945,0.0112634669918347,0
Q9BKQ5,10.0,0
Q46YW7,0.3272171118961147,0
F7J187,0.1715816246854423,0
Q51701,10.0,0
B4S112,10.0,0
A7NJG0,10.0,0
Q9V9E3,10.0,0
Q9LQM3,0.3072334105729239,0
P07402,0.2761901106697444,0
P28052,0.1229983536301844,0
Q9EPU2,10.0,0
B0K9V3,10.0,0
A1KLE1,10.0,0
P80041,10.0,0
P59758,10.0,0
Q7SCE9,0.2352230202645652,0
Q0T1A7,0.1060754567596741,0
Q29150,10.0,0
P04025,10.0,0
Q318J1,0.1817936995370619,0
A2RNM6,10.0,0
Q3ZJ87,10.0,0
Q14686,0.3194000011217092,0
O05234,0.062301785178088,0
B8DRI3,0.153437986946554,0
Q98QP9,0.211322227251773,0
Q06SF1,10.0,0
B2RME4,0.1675636307113433,0
Q8A245,10.0,0
Q6D2R8,10.0,0
Q68X09,10.0,0
B4STR1,0.218241840068967,0
P9WHU3,10.0,0
Q9FGN3,0.1173847643395189,0
B7L427,0.1761824932464208,0
Q4WFT3,10.0,0
Q7VCA3,10.0,0
Q4R7Z4,0.0044852574653083,0
A1E9U2,0.5354161995105678,0
O31856,0.1731910856309299,0
Q8CN54,10.0,0
Q07505,0.0584849382177499,0
A9WYR6,10.0,0
Q8NRF6,10.0,0
Q5WL77,10.0,0
P9WKV6,10.0,0
Q00765,0.1085799295427839,0
Q58180,0.1593895841993934,0
Q9YIB5,10.0,0
Q7X6P3,0.4186109836845458,0
P9WN63,10.0,0
B2TIK5,10.0,0
Q9K1I8,0.2408494996138477,0
P39552,0.052339325018176,0
A8AJE9,0.0864159386220898,0
A4IT49,0.2078077608569479,0
B7NDH0,0.2025407500110769,0
B6HDT2,10.0,0
Q67HH3,10.0,0
B1IUB2,10.0,0
Q66636,0.0934807008286811,0
A5W454,0.1217979053714326,0
P20278,0.0501332666592015,0
